0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
02,04,05,08,09,12,13,14,15,16,17,18,22,23,25
01,05,06,07,08,11,12,13,14,15,17,18,19,23,25
01,03,06,07,08,09,10,11,12,14,16,18,20,21,23
01,02,04,06,07,08,10,12,13,14,20,21,22,23,25
01,03,05,06,07,10,11,15,18,19,20,21,22,24,25
04,05,07,08,09,10,12,13,16,17,18,19,20,24,25
01,02,03,06,08,10,11,13,17,19,20,21,22,23,24
01,03,04,10,12,13,14,15,17,18,20,22,23,24,25
03,04,05,08,09,12,14,17,18,20,21,22,23,24,25
01,02,04,06,08,11,12,13,15,16,17,19,21,24,25
01,03,05,06,07,10,12,13,14,15,18,20,21,24,25
04,05,07,08,10,12,14,16,17,18,19,20,21,22,24
03,05,06,09,10,11,12,13,16,18,19,20,21,24,25
01,02,04,05,08,10,11,12,13,14,16,17,19,21,23
01,02,03,09,10,12,13,15,16,17,18,20,22,23,25
02,04,06,07,09,12,13,14,15,16,17,18,20,21,25
01,02,03,06,07,12,13,14,15,17,18,19,20,21,22
01,03,04,05,09,10,11,15,16,17,18,20,22,24,25
04,05,06,08,09,10,11,13,15,16,17,21,22,24,25
02,03,04,05,07,11,14,15,16,17,19,20,21,23,24
02,04,05,07,08,09,10,11,13,14,16,18,20,22,23
01,03,05,06,07,08,09,12,14,15,16,18,19,20,24
02,03,04,05,07,09,10,13,15,17,18,19,20,22,25
04,05,06,07,09,10,11,13,16,17,18,19,20,24,25
02,03,05,06,07,08,14,16,17,18,19,20,21,24,25
02,03,06,07,09,10,11,12,14,16,17,19,20,22,25
01,02,03,06,08,10,12,13,15,17,19,20,22,23,24
01,02,07,09,10,11,12,13,14,16,17,19,22,23,24
01,02,03,04,07,08,09,10,14,15,16,17,19,21,23
01,02,04,05,08,09,11,13,15,16,17,19,21,22,25
01,03,04,05,09,10,11,12,13,14,15,16,17,20,24
01,03,04,05,07,08,09,11,14,15,16,19,22,23,25
01,03,04,05,06,08,10,11,14,15,16,17,18,21,23
01,02,03,06,07,08,09,10,12,13,14,15,16,18,22
01,04,08,09,10,11,13,16,17,18,19,21,22,23,25
01,04,05,07,08,09,10,11,15,16,17,19,20,21,24
01,03,07,10,11,12,13,14,17,18,20,21,22,23,25
02,03,04,06,08,09,10,12,13,17,19,20,21,22,23
01,02,03,04,06,08,09,14,15,16,20,21,23,24,25
01,03,05,06,07,08,09,10,13,14,18,22,23,24,25
01,04,06,07,10,11,12,13,15,17,20,21,23,24,25
01,03,04,06,08,10,11,14,15,17,18,19,20,23,24
02,04,05,06,07,10,11,15,17,19,21,22,23,24,25
01,03,04,06,07,08,09,10,15,16,17,18,20,22,25
02,05,06,07,08,11,13,14,16,17,18,19,23,24,25
01,02,03,04,05,06,07,08,10,12,14,17,20,21,24
02,03,07,10,13,14,15,17,18,19,20,22,23,24,25
01,04,05,07,09,10,13,14,15,19,21,22,23,24,25
01,02,05,06,09,10,12,14,16,18,20,21,22,24,25
01,02,04,05,07,09,10,11,13,17,18,19,20,22,23
01,04,08,10,11,12,13,15,16,17,21,22,23,24,25
01,03,04,05,06,07,09,10,11,12,13,14,19,20,25
02,04,05,06,08,09,10,11,12,13,14,19,22,23,24
01,02,05,06,07,08,10,11,12,13,14,15,17,24,25
01,03,04,07,08,09,11,13,14,15,16,19,23,24,25
01,02,03,06,08,09,11,14,15,17,18,19,20,22,23
01,03,06,07,08,09,14,15,16,17,19,21,22,23,25
01,02,05,08,09,10,11,12,16,18,19,21,22,23,25
03,04,06,08,09,10,11,13,14,16,17,19,21,24,25
02,03,04,07,09,12,13,16,18,19,20,21,22,24,25
02,05,07,08,09,10,12,18,19,20,21,22,23,24,25
01,07,09,10,12,13,15,16,17,18,20,21,22,24,25
01,03,04,07,08,09,10,14,15,16,19,21,22,23,25
02,03,04,05,06,08,10,11,12,15,17,18,19,21,24
01,02,03,05,06,07,11,13,15,16,17,18,19,20,23
01,03,04,05,07,09,13,14,15,16,18,19,20,22,24
01,03,04,05,06,07,08,10,13,14,17,19,21,23,24
01,02,03,04,07,08,09,11,14,15,16,21,22,24,25
02,03,04,05,06,08,10,14,15,18,20,21,23,24,25
01,02,03,04,05,06,07,13,15,16,17,20,22,23,24
01,02,04,06,07,08,09,10,13,14,15,16,18,22,25
